state_code,division,year,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12
27,0,2021,21.0,2.15,2.69,1.8,3.94,2.99,2.22,10.58,3.6,4.73,4.94,2.85
27,0,2022,22.0,2.17,4.28,3.07,4.3,2.82,3.21,3.72,3.67,5.79,3.63,3.58
27,0,2023,23.0,5.38,1.64,3.45,3.67,3.95,6.37,8.94,5.83,4.51,3.76,2.33
27,0,2024,24.0,5.44,0.86,7.77,3.36,3.37,3.94,4.61,5.38,2.07,1.72,2.84
27,0,2025,25.0,1.41,3.14,3.79,3.61,7.68,3.82,2.33,1.38,-9.99,-9.99,-9.99
28,0,1895,95.0,4.36,1.24,3.28,5.08,3.13,3.09,4.15,2.06,1.06,3.56,3.07
28,0,1896,96.0,1.61,6.88,5.65,1.35,3.54,5.49,5.38,1.68,4.25,2.41,3.12
28,0,1897,97.0,2.65,3.67,2.74,3.92,5.37,3.37,11.37,4.89,1.76,2.26,4.87
28,0,1898,98.0,4.1,3.45,3.15,3.58,6.77,2.07,4.63,5.45,2.05,5.51,6.6
28,0,1899,99.0,3.75,5.71,6.32,1.67,1.94,2.57,5.74,3.91,5.4,2.44,2.29
28,0,1900,0.0,3.57,5.23,3.44,2.32,4.4,3.2,4.55,2.79,2.81,3.59,3.35
28,0,1901,1.0,2.46,0.96,4.6,6.05,5.47,1.74,5.69,9.22,3.57,1.92,2.52
28,0,1902,2.0,3.24,6.31,4.21,3.58,1.93,6.9,4.51,3.75,5.54,6.06,2.3
28,0,1903,3.0,3.94,4.82,4.77,3.83,0.64,7.73,5.29,5.96,3.17,8.12,1.29
28,0,1904,4.0,2.94,2.54,3.47,3.22,2.49,2.93,4.79,6.28,4.77,3.73,2.2
28,0,1905,5.0,4.42,2.6,3.95,2.92,1.71,3.04,3.7,6.01,4.96,2.62,1.89
28,0,1906,6.0,2.8,2.65,5.17,3.56,3.87,4.15,5.47,6.56,2.18,4.59,1.69
28,0,1907,7.0,3.52,2.6,2.91,3.75,4.96,4.56,2.62,3.73,8.03,4.23,5.55
28,0,1908,8.0,3.71,4.53,2.97,2.7,6.88,2.31,5.11,5.29,1.99,2.64,1.02
28,0,1909,9.0,3.22,5.03,3.61,5.67,2.4,3.25,2.2,3.84,3.28,1.21,2.56
28,0,1910,10.0,4.89,2.86,1.23,5.09,2.39,5.35,1.6,3.79,2.35,3.18,3.72
28,0,1911,11.0,3.64,2.65,3.39,4.14,1.3,5.46,3.55,9.25,2.98,4.86,5.29
28,0,1912,12.0,3.01,2.47,8.03,3.67,3.99,2.05,4.49,3.43,4.43,2.98,3.25
28,0,1913,13.0,3.63,2.34,4.89,5.84,3.48,1.76,2.67,4.29,3.98,6.94,2.88
28,0,1914,14.0,3.71,2.81,3.69,3.5,2.39,2.83,6.07,3.0,0.38,1.77,2.39
28,0,1915,15.0,6.3,5.21,1.12,2.62,3.84,3.21,4.83,8.01,1.89,3.14,1.56
28,0,1916,16.0,1.53,3.97,3.66,3.11,3.25,4.03,6.02,1.38,2.7,1.33,2.1
28,0,1917,17.0,3.23,1.91,5.04,2.43,3.66,4.16,5.03,2.59,3.06,7.02,0.54
28,0,1918,18.0,4.33,2.01,2.23,4.15,5.17,3.46,3.88,2.18,3.85,1.27,1.91
28,0,1919,19.0,3.6,3.27,5.07,3.22,4.86,3.24,8.57,6.86,2.78,3.45,3.82
28,0,1920,20.0,2.62,4.18,3.57,4.55,2.88,6.79,5.01,6.15,3.51,1.97,4.37
28,0,1921,21.0,2.53,3.63,2.86,3.64,3.92,2.93,3.99,4.6,2.39,0.95,4.03
28,0,1922,22.0,2.85,2.94,4.48,2.55,3.43,5.77,5.51,4.46,1.98,1.44,0.82
28,0,1923,23.0,5.08,2.67,4.33,3.86,1.61,2.02,4.17,2.59,3.82,3.94,2.45
28,0,1924,24.0,4.42,4.14,2.86,6.05,5.4,4.46,2.84,4.29,5.41,0.29,2.08
28,0,1925,25.0,4.29,2.21,3.3,2.54,2.69,2.73,7.68,2.07,2.91,4.57,3.26
28,0,1926,26.0,2.69,4.18,2.21,2.16,2.57,2.74,5.84,6.75,4.08,3.99,4.04
28,0,1927,27.0,2.25,3.25,1.52,2.58,3.25,3.12,5.45,7.97,2.53,7.25,3.73
28,0,1928,28.0,2.27,3.93,2.76,5.43,2.32,6.5,6.15,6.54,4.58,1.22,1.92
28,0,1929,29.0,3.39,4.05,2.99,6.36,3.13,3.33,1.54,2.69,4.73,4.37,2.77
28,0,1930,30.0,2.97,2.79,2.57,2.17,2.76,4.53,3.94,3.06,2.11,1.84,3.1
28,0,1931,31.0,2.04,1.92,4.2,2.73,3.59,4.71,4.08,5.58,1.91,2.69,0.85
28,0,1932,32.0,4.49,2.01,5.73,2.67,3.1,3.68,2.96,2.69,2.29,5.92,7.44
28,0,1933,33.0,2.42,3.28,4.76,4.73,4.88,2.83,4.07,10.67,5.37,1.86,1.1
28,0,1934,34.0,2.82,2.92,3.45,3.87,4.66,3.79,3.64,4.05,8.41,2.3,3.1
28,0,1935,35.0,4.19,2.88,2.57,2.54,1.96,4.59,4.42,2.89,6.69,4.63,5.15
28,0,1936,36.0,6.55,3.13,5.54,3.12,2.52,4.82,2.98,3.92,4.26,3.2,1.1
28,0,1937,37.0,6.55,2.4,2.81,4.75,3.18,4.64,2.79,6.47,2.23,5.34,4.47
28,0,1938,38.0,3.46,2.27,2.08,2.56,3.51,7.85,8.93,3.13,9.38,2.53,3.37
28,0,1939,39.0,4.12,5.56,4.92,5.17,1.25,3.54,2.36,7.22,1.43,4.37,1.7
28,0,1940,40.0,1.84,3.01,4.89,5.57,6.07,3.12,2.69,5.96,4.12,2.3,4.67
28,0,1941,41.0,3.42,2.41,2.81,2.4,1.88,5.04,6.43,3.69,0.29,1.86,2.81
28,0,1942,42.0,2.91,2.69,5.68,1.38,2.51,3.04,7.05,7.8,4.27,3.57,4.0
28,0,1943,43.0,2.87,2.01,3.1,3.04,4.97,3.49,3.97,1.91,1.76,7.24,3.02
28,0,1944,44.0,3.6,2.18,5.71,5.4,1.7,4.13,1.36,2.97,7.41,2.46,6.14
28,0,1945,45.0,2.95,3.15,2.26,3.3,4.55,4.14,8.9,4.54,4.28,2.41,5.46
28,0,1946,46.0,1.78,2.17,3.16,1.54,6.45,5.1,5.88,4.44,3.34,1.61,1.41
28,0,1947,47.0,3.71,1.83,2.59,4.1,7.08,3.72,4.35,3.54,2.49,2.04,6.19
28,0,1948,48.0,4.95,2.49,3.58,3.73,8.38,5.26,4.01,5.98,1.13,2.24,4.75
28,0,1949,49.0,5.87,3.7,2.61,3.58,4.52,0.32,3.51,4.03,3.94,2.64,1.64
28,0,1950,50.0,2.35,3.71,4.26,2.08,3.66,2.74,4.66,4.56,3.62,1.98,5.16
28,0,1951,51.0,3.22,4.04,5.23,2.84,4.08,3.88,4.21,3.06,1.83,4.24,6.45
28,0,1952,52.0,5.09,2.23,5.39,6.84,5.63,3.63,4.71,7.23,3.7,0.86,4.86
28,0,1953,53.0,5.21,2.68,6.84,5.46,5.57,3.02,3.89,3.35,1.51,3.78,2.91
28,0,1954,54.0,1.99,1.77,3.68,3.52,3.92,1.1,1.69,6.65,5.21,2.15,5.12
28,0,1955,55.0,0.63,2.94,4.38,2.58,1.45,4.33,1.47,11.65,2.52,7.02,2.3
28,0,1956,56.0,2.4,4.68,4.84,3.34,2.63,4.04,5.9,3.41,3.57,4.13,3.76
28,0,1957,57.0,1.92,2.69,2.98,4.69,1.44,2.42,1.52,2.07,3.14,2.72,3.96
28,0,1958,58.0,4.77,4.82,5.31,5.71,4.34,3.15,6.37,6.07,3.92,5.36,2.78
28,0,1959,59.0,2.26,1.94,3.88,2.9,1.78,4.04,6.92,5.07,2.01,4.64,4.25
28,0,1960,60.0,3.28,4.41,2.35,3.11,3.8,1.97,7.42,4.76,7.6,2.28,2.25
28,0,1961,61.0,3.12,3.54,5.38,4.98,3.59,3.12,5.84,3.95,2.6,2.73,2.62
28,0,1962,62.0,2.96,3.95,3.59,3.95,1.64,4.05,2.75,5.51,3.54,2.57,4.79
28,0,1963,63.0,2.46,2.35,4.27,0.96,2.52,2.5,2.85,2.93,4.59,0.25,6.74
28,0,1964,64.0,4.52,3.41,2.15,5.9,1.0,2.28,4.63,0.98,3.19,1.91,2.01
28,0,1965,65.0,3.06,2.69,3.22,2.41,1.68,1.67,3.33,3.43,2.49,2.19,1.4
28,0,1966,66.0,3.21,4.0,1.67,2.91,3.81,1.18,2.12,2.31,7.57,4.7,2.82
28,0,1967,67.0,1.33,2.48,5.17,2.81,3.95,2.67,6.05,8.71,2.11,2.47,2.11
28,0,1968,68.0,2.6,1.05,4.91,2.11,6.27,5.25,2.04,2.9,1.7,2.73,4.93
28,0,1969,69.0,2.02,2.49,2.99,3.14,2.51,3.75,9.34,3.68,4.25,1.69,3.33
28,0,1970,70.0,0.95,3.07,3.82,5.24,2.66,3.93,3.51,3.38,1.7,3.81,5.31
28,0,1971,71.0,2.56,5.43,2.96,2.58,4.32,1.41,4.24,10.23,5.96,4.58,5.16
28,0,1972,72.0,2.65,4.93,3.48,3.81,5.51,8.46,3.92,1.67,2.23,5.3,9.01
28,0,1973,73.0,4.2,3.55,3.56,6.49,4.94,5.92,3.31,3.17,3.42,3.82,1.45
28,0,1974,74.0,3.57,2.13,5.09,3.15,3.66,3.65,2.3,6.1,5.65,2.07,1.54
28,0,1975,75.0,5.23,3.29,4.19,3.35,4.55,6.29,8.71,3.7,8.05,3.8,3.68
28,0,1976,76.0,5.18,2.48,2.1,2.12,3.71,2.98,3.54,4.69,2.65,6.21,0.59
28,0,1977,77.0,2.29,2.17,4.99,3.7,1.43,3.89,2.54,5.29,4.61,4.24,7.49
28,0,1978,78.0,7.56,1.4,4.22,1.89,7.04,2.64,4.69,6.71,2.42,1.71,2.49
28,0,1979,79.0,9.12,5.18,3.52,3.86,5.77,3.64,3.8,5.71,6.3,3.97,3.54
28,0,1980,80.0,2.25,0.99,6.98,6.27,2.47,3.41,3.65,1.94,2.03,4.14,3.26
28,0,1981,81.0,0.54,4.6,1.41,4.05,4.48,4.44,3.88,2.64,3.36,3.62,1.56
28,0,1982,82.0,4.45,2.74,2.38,5.51,3.19,5.28,3.54,2.89,2.38,1.79,3.66
28,0,1983,83.0,3.32,2.94,7.72,9.0,5.43,3.82,1.98,3.12,2.96,4.74,6.21
28,0,1984,84.0,2.02,4.15,6.34,5.32,8.3,3.47,7.28,2.19,2.22,2.77,2.39
28,0,1985,85.0,1.4,2.41,1.81,1.03,5.24,3.86,4.63,4.11,5.51,1.75,6.2
28,0,1986,86.0,4.06,3.48,1.99,5.05,1.26,2.68,5.56,4.42,2.52,2.61,6.33
28,0,1987,87.0,5.24,1.33,2.93,5.45,2.61,3.33,5.9,4.17,4.54,3.96,3.14
28,0,1988,88.0,2.9,3.95,2.33,2.36,4.77,1.1,6.42,3.4,2.76,2.68,6.4
28,0,1989,89.0,2.12,3.03,4.13,3.76,8.43,6.24,6.47,4.73,6.99,5.09,2.74
28,0,1990,90.0,4.42,1.92,2.73,3.59,7.62,2.9,3.82,8.15,2.24,4.15,2.26
28,0,1991,91.0,4.33,1.35,5.08,3.83,2.26,2.8,5.7,4.82,4.12,2.14,1.97
28,0,1992,92.0,1.76,1.92,3.63,1.72,3.26,4.53,4.74,4.81,4.04,1.49,4.76
28,0,1993,93.0,2.59,2.87,6.9,4.62,1.42,2.64,2.67,3.97,5.51,4.02,2.86
28,0,1994,94.0,5.42,3.57,7.12,2.89,3.6,3.44,5.3,5.92,2.97,0.95,3.67
28,0,1995,95.0,3.19,2.37,1.91,1.86,3.73,2.08,4.36,1.71,4.22,6.86,5.07
28,0,1996,96.0,5.73,2.28,4.32,4.99,3.68,5.07,7.13,3.52,5.66,6.34,2.59
28,0,1997,97.0,3.18,2.42,4.65,3.86,3.2,2.13,5.19,5.52,2.29,2.36,4.16
28,0,1998,98.0,4.57,4.47,5.11,4.67,5.95,5.04,2.04,2.58,2.0,2.63,1.35
28,0,1999,99.0,7.19,2.88,4.95,2.71,3.01,1.69,1.27,5.37,9.5,3.34,2.38
28,0,2000,0.0,3.1,2.16,4.61,3.33,3.82,4.38,5.76,5.33,5.23,0.77,3.15
28,0,2001,1.0,3.03,2.62,5.95,1.83,3.17,5.24,3.1,3.53,2.93,0.93,1.0
28,0,2002,2.0,2.21,0.75,4.21,3.83,4.26,4.94,1.66,3.73,3.95,6.74,5.1
28,0,2003,3.0,2.54,4.69,4.07,2.86,3.77,8.43,3.87,4.92,6.26,4.99,4.32
28,0,2004,4.0,1.98,2.52,3.3,5.32,3.75,3.05,7.52,4.82,6.06,2.28,4.62
28,0,2005,5.0,4.35,2.42,4.01,4.48,2.56,3.53,4.64,2.12,1.19,11.99,3.91
28,0,2006,6.0,5.17,1.76,0.82,3.64,3.03,7.88,5.18,3.76,5.85,6.28,5.88
28,0,2007,7.0,3.6,1.97,4.11,8.45,1.58,4.05,4.47,4.49,0.99,5.5,2.34
28,0,2008,8.0,2.06,5.24,4.09,2.67,4.57,3.09,3.92,2.34,6.16,2.84,3.8
28,0,2009,9.0,2.93,0.66,2.01,4.4,4.43,6.79,5.0,7.39,3.99,5.67,2.19
28,0,2010,10.0,2.64,4.62,8.66,2.51,3.35,2.24,4.07,2.51,3.18,5.38,2.17
28,0,2011,11.0,3.33,3.07,5.55,5.67,3.77,3.43,4.11,15.67,7.12,4.19,3.83
28,0,2012,12.0,2.78,1.33,1.65,2.87,4.27,4.3,3.43,4.62,4.45,5.43,1.3
28,0,2013,13.0,3.0,2.89,2.89,2.6,3.82,9.49,5.27,4.67,2.11,2.01,2.89
28,0,2014,14.0,3.12,4.96,3.97,4.42,4.72,3.32,5.23,4.08,2.5,3.64,4.34
28,0,2015,15.0,4.43,2.18,4.55,2.67,1.21,8.12,3.68,2.26,3.6,4.02,2.3
28,0,2016,16.0,3.19,4.08,1.87,2.26,4.79,2.4,6.97,2.08,3.45,2.8,2.43
28,0,2017,17.0,3.71,1.64,4.06,3.82,6.51,3.32,6.29,5.17,2.27,4.97,1.7
28,0,2018,18.0,2.72,6.08,4.64,4.17,5.8,3.3,5.91,5.56,7.57,4.46,8.65
28,0,2019,19.0,4.49,3.26,3.84,3.97,6.75,5.15,6.14,3.73,1.25,5.71,1.94
28,0,2020,20.0,2.29,2.79,3.61,3.98,2.47,3.05,6.69,6.09,4.41,5.03,4.09
28,0,2021,21.0,1.86,4.73,3.84,2.35,3.84,3.37,7.62,6.59,6.34,5.06,1.01
28,0,2022,22.0,3.37,2.71,2.64,5.04,5.28,3.39,2.05,2.34,3.11,6.46,2.88
28,0,2023,23.0,3.67,1.52,2.57,5.6,1.99,3.91,6.36,4.13,7.75,2.0,2.7
28,0,2024,24.0,6.17,1.78,7.83,4.14,3.09,2.48,3.89,6.08,0.8,0.02,2.54
28,0,2025,25.0,0.81,2.59,3.8,3.44,7.02,2.66,5.4,2.16,-9.99,-9.99,-9.99
29,0,1895,95.0,0.75,0.87,0.18,0.15,2.68,1.21,3.99,3.09,0.76,1.2,1.24
29,0,1896,96.0,0.32,0.32,0.27,0.34,0.11,1.1,2.53,1.22,2.2,3.96,0.19
29,0,1897,97.0,1.04,0.47,0.96,0.79,2.98,1.31,2.39,2.2,2.87,1.71,0.18
29,0,1898,98.0,0.76,0.32,0.54,1.06,0.86,2.55,3.31,2.64,0.7,0.23,0.63
29,0,1899,99.0,0.24,0.4,0.4,0.32,0.21,1.21,4.05,1.17,1.85,0.5,1.06
29,0,1900,0.0,0.58,0.42,0.65,1.5,1.68,1.15,1.88,1.61,3.56,1.07,0.47
29,0,1901,1.0,0.49,1.02,0.34,0.9,1.69,0.35,2.48,1.68,1.22,1.43,1.43
29,0,1902,2.0,0.49,0.23,0.48,0.1,1.37,0.71,2.12,2.89,1.41,0.64,0.86
29,0,1903,3.0,0.28,1.23,0.68,0.58,0.59,3.39,0.64,1.88,1.43,0.2,0.01
29,0,1904,4.0,0.2,0.23,0.32,0.18,0.82,1.75,1.7,2.3,3.83,1.84,0.18
29,0,1905,5.0,1.19,2.12,2.21,2.78,0.6,1.51,2.66,1.35,1.96,0.39,2.87
29,0,1906,6.0,0.44,0.82,0.88,1.71,0.49,0.39,3.5,2.43,1.72,0.91,1.43
29,0,1907,7.0,1.25,0.32,0.17,1.41,1.36,1.29,2.16,3.85,0.97,2.2,0.92
29,0,1908,8.0,0.5,1.01,0.34,1.48,0.69,0.4,3.05,3.04,0.62,0.34,0.88
29,0,1909,9.0,0.26,0.48,1.23,0.27,0.48,0.8,2.21,2.68,1.6,0.62,0.55
29,0,1910,10.0,0.34,0.33,0.23,0.69,0.29,0.84,1.5,2.46,0.75,0.69,0.65
29,0,1911,11.0,0.66,1.9,0.86,1.1,1.1,1.23,4.33,1.65,1.96,1.89,0.38
29,0,1912,12.0,0.05,0.87,1.07,0.76,0.65,1.92,2.23,2.69,1.27,0.91,0.16
29,0,1913,13.0,0.56,1.07,0.55,1.18,0.24,2.47,1.12,1.71,2.16,0.7,1.49
29,0,1914,14.0,0.27,0.32,0.37,1.21,2.46,1.73,4.5,2.38,0.75,2.36,0.35
29,0,1915,15.0,0.87,1.04,1.24,2.82,0.83,0.53,3.47,1.87,2.38,0.29,0.22
29,0,1916,16.0,1.81,0.21,1.04,1.39,0.36,0.24,2.41,3.27,0.97,2.74,0.19
29,0,1917,17.0,0.79,0.41,0.16,0.38,1.15,0.23,1.36,2.2,1.45,0.08,0.16
29,0,1918,18.0,1.02,0.59,0.69,0.37,0.44,1.17,2.24,2.09,0.81,1.86,1.23
29,0,1919,19.0,0.17,0.64,2.18,2.03,1.6,1.62,3.35,1.71,3.27,1.28,1.0
29,0,1920,20.0,0.98,0.9,0.63,0.6,1.5,1.89,1.48,2.53,1.13,1.59,0.21
29,0,1921,21.0,0.6,0.45,0.58,0.24,1.65,3.02,4.19,2.64,0.83,0.3,0.14
29,0,1922,22.0,0.51,0.41,0.57,1.16,0.84,1.11,1.3,1.26,0.8,0.32,1.01
29,0,1923,23.0,0.34,1.16,0.77,1.1,0.38,1.04,1.87,3.51,1.95,2.32,1.42
29,0,1924,24.0,0.2,0.39,1.22,0.73,0.5,0.35,2.66,1.28,0.47,0.46,0.22
29,0,1925,25.0,0.23,0.18,0.37,0.19,0.97,0.83,3.15,2.92,1.84,1.39,0.25
29,0,1926,26.0,0.67,0.13,2.03,1.59,2.32,0.91,2.47,1.49,2.47,1.36,0.16
29,0,1927,27.0,0.11,0.79,0.65,0.39,0.08,1.91,2.54,2.71,2.72,0.2,0.13
29,0,1928,28.0,0.03,1.16,0.37,0.73,2.5,0.36,1.85,3.27,0.52,2.01,0.96
29,0,1929,29.0,0.22,0.67,0.85,0.19,2.36,0.44,3.41,3.26,2.09,1.31,0.67
29,0,1930,30.0,0.67,0.23,0.85,0.63,1.01,0.96,3.31,2.1,0.88,1.56,0.96
29,0,1931,31.0,0.47,1.63,0.92,2.22,0.9,0.8,2.42,3.04,2.26,0.86,1.29
29,0,1932,32.0,0.89,0.93,0.79,0.63,1.49,1.31,2.47,2.74,2.5,1.03,0.01
29,0,1933,33.0,0.46,0.7,0.14,0.44,0.64,2.1,2.33,2.78,1.54,0.91,0.69
29,0,1934,34.0,0.21,0.5,0.5,0.49,1.08,0.46,1.18,2.57,0.85,0.53,0.76
29,0,1935,35.0,0.94,0.81,0.4,0.65,2.14,0.82,1.31,3.44,2.4,0.36,1.09
29,0,1936,36.0,0.92,0.67,0.3,0.34,1.73,0.83,1.79,1.91,2.98,0.55,0.45
29,0,1937,37.0,0.4,0.93,1.22,0.36,2.62,1.72,1.37,1.55,2.1,1.15,0.09
29,0,1938,38.0,0.64,0.98,0.84,0.43,0.44,2.14,2.42,0.92,3.03,0.84,0.25
29,0,1939,39.0,1.3,0.55,0.89,0.88,0.69,0.58,2.33,1.67,1.79,0.92,0.61
29,0,1940,40.0,0.54,1.16,0.5,0.66,1.86,1.25,1.53,2.29,1.44,0.7,1.47
29,0,1941,41.0,1.16,0.97,2.2,1.87,3.71,1.89,2.64,2.52,5.48,2.9,0.41
29,0,1942,42.0,0.27,0.54,0.45,2.43,0.23,0.74,1.42,3.35,2.17,1.54,0.02
29,0,1943,43.0,0.46,0.2,0.57,0.23,0.96,1.85,2.03,2.03,1.02,0.44,0.47
29,0,1944,44.0,0.74,0.57,0.4,0.81,0.8,0.83,2.09,2.55,1.9,1.29,0.95
29,0,1945,45.0,0.76,0.22,0.67,0.6,0.19,0.26,1.89,2.62,0.92,1.08,0.01
29,0,1946,46.0,0.87,0.14,0.69,0.39,0.54,0.53,1.96,3.21,1.91,1.47,0.84
29,0,1947,47.0,0.6,0.21,0.41,0.38,1.59,0.53,1.24,2.78,0.55,0.69,0.68
29,0,1948,48.0,0.57,1.66,0.83,0.29,1.23,1.94,1.52,1.8,0.71,1.14,0.17
29,0,1949,49.0,1.65,0.67,0.47,1.03,1.27,2.07,3.03,1.61,2.43,0.7,0.09
29,0,1950,50.0,0.27,0.3,0.17,0.27,0.25,1.26,4.18,1.08,2.2,0.49,0.06
29,0,1951,51.0,0.64,0.39,0.59,0.73,0.98,0.33,1.62,2.32,0.26,0.87,0.4
29,0,1952,52.0,0.68,0.41,0.7,1.28,0.68,1.17,2.11,2.11,0.98,0.0,0.99
29,0,1953,53.0,0.17,0.64,0.75,0.62,0.7,0.63,2.44,1.63,0.15,0.88,0.6
29,0,1954,54.0,0.37,0.1,0.73,0.28,1.34,0.48,1.84,2.64,1.35,1.74,0.07
29,0,1955,55.0,0.64,0.31,0.21,0.46,1.34,0.39,3.13,2.42,1.0,0.78,0.15
29,0,1956,56.0,0.55,0.66,0.06,0.15,0.57,0.7,1.77,1.34,0.07,0.51,0.07
29,0,1957,57.0,0.88,0.6,1.1,0.91,1.44,0.46,2.65,3.69,0.27,2.84,1.07
29,0,1958,58.0,0.78,0.75,2.13,1.25,0.93,0.96,1.94,2.52,3.21,1.47,0.48
29,0,1959,59.0,0.18,0.33,0.21,0.69,1.36,1.25,1.99,3.62,0.22,1.72,0.21
29,0,1960,60.0,1.02,0.53,0.43,0.17,0.53,1.68,3.52,1.46,0.93,2.88,0.12
29,0,1961,61.0,0.56,0.29,1.01,0.54,0.34,1.04,2.01,3.02,1.8,0.87,1.25
29,0,1962,62.0,0.79,0.41,0.43,0.38,0.23,1.05,3.39,0.64,2.62,1.09,0.8
29,0,1963,63.0,0.44,0.89,0.31,0.29,0.7,0.87,1.46,3.52,1.53,0.72,0.43
29,0,1964,64.0,0.17,0.71,0.51,0.59,0.7,0.4,1.82,1.73,2.24,0.07,0.58
29,0,1965,65.0,0.63,0.59,0.55,0.74,1.2,1.98,2.57,2.23,2.09,0.55,0.42
29,0,1966,66.0,0.53,0.41,0.17,0.56,0.39,2.14,2.01,3.79,1.25,0.2,0.23
29,0,1967,67.0,0.11,0.31,0.28,0.13,0.45,2.14,2.69,3.33,1.7,0.17,0.37
29,0,1968,68.0,0.58,0.84,1.24,0.44,0.69,0.29,3.45,2.92,0.32,0.46,0.93
29,0,1969,69.0,0.46,0.58,0.77,0.73,1.65,1.23,2.55,2.69,2.21,2.58,0.3
29,0,1970,70.0,0.07,0.4,0.97,0.45,0.39,0.96,2.45,1.74,1.5,1.02,0.18
29,0,1971,71.0,0.25,0.35,0.14,0.49,0.46,0.38,2.52,3.08,2.01,1.74,0.9
29,0,1972,72.0,0.17,0.08,0.07,0.04,0.76,1.71,2.5,3.78,2.69,3.45,0.88
29,0,1973,73.0,0.8,1.11,1.67,0.58,1.1,0.81,2.92,1.3,0.94,0.4,0.19
29,0,1974,74.0,0.9,0.2,0.4,0.26,0.2,0.47,2.15,3.04,2.76,3.43,0.35
29,0,1975,75.0,0.74,0.9,0.89,0.54,0.54,0.54,3.05,1.43,3.06,0.18,0.66
29,0,1976,76.0,0.18,0.65,0.31,0.62,1.15,0.69,2.67,1.63,2.08,0.78,0.55
29,0,1977,77.0,0.71,0.44,0.6,1.3,0.89,0.87,2.46,3.04,1.23,0.79,0.63
29,0,1978,78.0,1.05,0.88,0.89,0.2,1.67,1.87,1.16,1.89,1.86,1.35,2.44
29,0,1979,79.0,1.35,0.56,0.48,0.57,2.03,1.96,1.97,2.74,1.06,0.46,0.59
29,0,1980,80.0,1.1,1.05,0.6,0.85,1.24,0.26,0.81,2.24,2.94,0.39,0.47
29,0,1981,81.0,0.44,0.29,1.18,0.72,1.19,1.29,2.91,3.5,1.79,1.29,0.52
29,0,1982,82.0,0.79,0.84,0.68,0.24,1.14,0.73,2.47,2.66,2.24,0.53,1.09
29,0,1983,83.0,1.07,0.84,1.16,0.69,0.71,0.85,1.65,1.61,1.75,1.96,1.17
29,0,1984,84.0,0.44,0.11,0.74,0.55,1.06,2.08,1.76,4.04,1.25,2.85,0.9
29,0,1985,85.0,1.02,0.48,1.52,1.61,1.04,1.27,2.21,1.94,2.58,2.95,0.63
29,0,1986,86.0,0.15,1.02,0.59,0.54,1.54,3.17,2.56,2.78,2.04,2.23,2.43
29,0,1987,87.0,0.89,1.33,0.54,0.45,1.76,1.63,1.14,3.56,1.0,0.51,0.82
29,0,1988,88.0,0.56,0.7,0.23,1.24,1.13,1.85,3.0,3.59,2.26,0.47,0.41
29,0,1989,89.0,0.65,0.69,0.41,0.11,0.58,0.93,2.45,2.76,1.21,0.83,0.04
29,0,1990,90.0,0.67,0.77,0.78,1.07,0.71,0.28,3.18,2.86,2.69,0.64,1.25
29,0,1991,91.0,0.65,0.45,0.88,0.06,0.96,1.22,4.0,3.38,2.9,0.45,1.49
29,0,1992,92.0,0.94,0.53,0.88,0.62,3.01,1.28,2.26,2.53,0.84,0.66,0.56
29,0,1993,93.0,1.68,0.95,0.76,0.32,0.83,0.96,1.8,4.15,0.74,0.9,0.76
29,0,1994,94.0,0.25,0.42,0.99,0.72,2.27,0.59,1.64,2.19,1.39,1.37,1.58
29,0,1995,95.0,0.94,0.49,0.7,0.64,1.21,1.16,1.33,2.07,2.43,0.09,0.26
29,0,1996,96.0,0.38,0.45,0.17,0.2,0.19,2.44,2.9,2.97,2.24,1.44,0.62
29,0,1997,97.0,1.11,0.94,0.22,1.87,1.33,1.81,2.57,2.52,2.67,0.96,0.82
29,0,1998,98.0,0.18,0.78,1.46,0.56,0.06,0.19,3.52,2.14,0.82,3.27,0.73
29,0,1999,99.0,0.51,0.05,0.86,1.45,1.56,1.56,3.19,3.44,1.57,0.38,0.02
29,0,2000,0.0,0.23,0.16,1.62,0.34,0.12,2.27,1.71,1.69,0.22,3.23,1.29
29,0,2001,1.0,1.16,0.7,1.06,0.41,1.02,0.8,1.78,2.39,0.92,0.23,0.94
29,0,2002,2.0,0.52,0.33,0.43,0.26,0.14,0.73,2.25,1.75,2.61,1.54,0.56
29,0,2003,3.0,0.07,1.07,0.67,0.16,0.38,1.26,0.78,1.63,0.94,1.03,0.86
29,0,2004,4.0,0.49,1.07,0.87,2.61,0.17,1.2,2.32,2.25,2.22,1.61,1.71
29,0,2005,5.0,1.63,1.85,1.13,0.84,1.21,0.47,0.98,3.03,1.83,1.24,0.06
29,0,2006,6.0,0.16,0.11,0.55,0.29,0.39,1.05,3.21,4.78,2.36,1.88,0.17
29,0,2007,7.0,1.04,0.53,1.03,0.77,1.98,1.14,2.33,1.99,1.8,0.25,0.42
29,0,2008,8.0,0.61,0.56,0.19,0.16,0.98,0.56,4.06,2.78,1.27,1.32,0.38
29,0,2009,9.0,0.2,0.19,0.49,0.46,0.91,1.48,2.67,1.26,1.75,1.17,0.4
29,0,2010,10.0,1.44,1.18,1.0,0.87,0.47,0.89,3.7,2.26,1.43,0.81,0.1
29,0,2011,11.0,0.08,0.34,0.15,0.25,0.23,0.17,1.7,1.84,1.66,1.08,0.47
