state_code,division,year,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12
9,0,1927,27.0,0.84,4.3,3.18,2.02,1.65,5.98,6.78,4.22,1.43,1.8,1.59
9,0,1928,28.0,1.3,5.43,6.49,8.19,3.84,6.2,6.94,9.73,6.92,2.02,0.92
9,0,1929,29.0,4.83,8.01,9.18,4.13,5.29,5.87,4.82,3.33,9.17,4.83,4.49
9,0,1930,30.0,5.02,1.66,5.92,3.36,2.27,4.33,5.97,2.1,6.08,1.57,5.58
9,0,1931,31.0,2.92,2.84,3.05,2.96,3.37,1.83,5.28,5.11,1.24,0.98,0.58
9,0,1932,32.0,5.6,3.69,4.43,1.72,3.74,6.74,5.28,6.34,4.03,4.89,4.62
9,0,1933,33.0,3.52,5.97,3.66,4.29,2.73,3.12,5.82,4.42,4.16,2.08,0.96
9,0,1934,34.0,2.56,4.11,5.23,3.77,5.62,5.19,4.93,5.17,2.32,3.98,1.73
9,0,1935,35.0,2.44,3.54,3.96,4.27,2.82,2.87,7.89,5.62,4.46,0.79,2.79
9,0,1936,36.0,8.54,6.4,4.07,7.27,1.28,3.19,5.06,6.53,4.04,4.11,1.2
9,0,1937,37.0,6.04,5.29,3.86,6.74,2.23,4.52,5.49,6.34,2.98,4.78,2.13
9,0,1938,38.0,1.91,1.14,3.36,6.27,3.47,5.66,7.56,3.28,3.18,0.97,2.41
9,0,1939,39.0,3.38,8.77,4.09,3.78,4.06,4.82,4.9,7.21,3.05,0.34,0.88
9,0,1940,40.0,4.09,5.36,3.63,2.95,2.04,4.8,6.81,6.96,1.2,0.84,3.56
9,0,1941,41.0,1.76,2.27,4.46,1.87,0.9,6.46,7.29,4.61,2.13,2.64,1.6
9,0,1942,42.0,4.5,4.54,7.89,1.31,3.96,5.47,4.72,5.89,4.55,1.72,1.6
9,0,1943,43.0,5.71,1.64,7.35,3.47,4.23,4.46,5.38,4.22,3.25,0.45,1.99
9,0,1944,44.0,3.94,5.99,10.59,7.06,2.15,2.88,5.39,5.54,4.54,2.8,2.28
9,0,1945,45.0,3.34,5.15,2.3,6.21,2.7,3.22,7.71,5.19,5.33,2.73,2.14
9,0,1946,46.0,5.62,3.81,5.87,3.39,6.44,4.36,5.48,4.02,3.85,3.57,2.14
9,0,1947,47.0,6.94,1.59,7.0,5.2,4.66,5.15,3.4,5.18,4.16,5.08,7.88
9,0,1948,48.0,4.21,4.63,9.12,4.95,4.28,3.0,7.88,4.33,4.04,2.84,9.0
9,0,1949,49.0,3.08,5.59,2.85,5.41,3.49,5.08,5.79,7.17,3.15,3.12,1.14
9,0,1950,50.0,1.89,2.22,6.07,2.01,4.08,3.24,7.32,3.9,4.89,4.22,1.02
9,0,1951,51.0,1.69,2.04,6.04,3.5,1.55,4.55,5.38,2.97,5.6,1.96,4.13
9,0,1952,52.0,2.68,4.78,7.26,2.69,4.6,2.96,2.74,6.54,3.5,1.3,2.0
9,0,1953,53.0,4.38,6.18,3.51,5.06,4.33,4.44,6.92,3.91,8.38,0.84,1.53
9,0,1954,54.0,2.7,1.95,3.16,2.46,2.84,2.57,3.44,3.0,1.83,0.88,3.05
9,0,1955,55.0,4.46,3.45,1.87,4.9,4.25,3.0,6.89,3.31,3.9,2.47,2.18
9,0,1956,56.0,2.32,6.43,4.56,3.8,3.12,3.84,5.83,2.94,6.06,2.94,1.04
9,0,1957,57.0,2.83,2.97,4.76,4.56,6.39,5.14,4.82,3.06,7.57,2.97,6.65
9,0,1958,58.0,3.42,4.57,5.19,6.09,2.99,4.78,7.03,3.34,2.04,1.52,1.46
9,0,1959,59.0,4.37,6.04,7.61,2.84,6.56,3.6,5.62,3.86,4.5,7.33,1.52
9,0,1960,60.0,5.57,6.15,4.88,4.42,2.06,3.86,5.58,4.58,5.09,1.76,0.98
9,0,1961,61.0,3.41,7.17,4.96,6.95,4.21,4.96,4.32,7.09,1.98,0.28,2.16
9,0,1962,62.0,5.28,4.12,5.67,5.52,1.32,5.58,4.64,3.84,4.21,2.34,4.15
9,0,1963,63.0,5.63,4.03,4.33,4.03,4.07,7.66,5.79,2.68,4.74,0.06,3.44
9,0,1964,64.0,8.46,6.36,6.79,7.32,3.47,3.62,9.46,5.86,3.76,6.67,2.29
9,0,1965,65.0,2.43,6.13,7.29,3.21,1.41,6.88,5.4,3.98,4.11,3.06,1.96
9,0,1966,66.0,6.28,6.89,4.98,3.01,7.24,3.75,4.83,4.76,3.9,3.94,2.56
9,0,1967,67.0,5.37,4.06,1.9,1.98,4.63,5.44,7.18,6.58,1.87,1.81,3.37
9,0,1968,68.0,3.33,1.54,2.98,3.35,4.57,3.33,5.53,3.7,2.44,2.49,4.06
9,0,1969,69.0,2.36,3.62,4.93,3.13,5.63,3.55,5.5,7.4,5.28,1.43,2.24
9,0,1970,70.0,3.19,3.49,7.63,2.41,4.79,3.55,5.42,6.61,2.12,4.77,1.4
9,0,1971,71.0,4.25,5.5,7.23,3.68,3.79,4.33,8.03,6.45,2.82,2.73,2.94
9,0,1972,72.0,6.86,4.69,4.4,1.4,4.54,6.97,3.99,3.74,1.72,2.35,3.9
9,0,1973,73.0,5.88,4.94,6.99,7.24,5.7,6.26,4.3,4.43,4.03,1.25,2.25
9,0,1974,74.0,5.87,5.45,2.96,4.12,4.36,4.29,5.27,6.17,4.4,0.63,2.38
9,0,1975,75.0,6.17,6.06,6.86,5.74,5.47,4.72,7.36,3.72,5.01,3.95,2.39
9,0,1976,76.0,4.43,1.62,5.89,1.53,9.17,5.03,4.2,4.18,4.41,5.31,4.99
9,0,1977,77.0,4.06,2.4,7.44,2.25,2.08,2.7,4.41,5.44,5.04,3.07,4.71
9,0,1978,78.0,7.2,1.94,3.93,3.37,5.24,3.15,4.64,5.15,1.47,0.52,2.86
9,0,1979,79.0,5.91,6.8,2.97,7.01,4.7,3.06,6.56,4.16,6.93,1.29,4.0
9,0,1980,80.0,4.83,2.36,11.54,4.11,4.66,3.54,2.54,2.55,4.73,3.13,1.98
9,0,1981,81.0,1.13,5.73,4.15,2.76,2.7,3.76,3.91,5.19,1.85,3.03,1.73
9,0,1982,82.0,4.94,5.81,2.65,6.28,3.06,4.95,6.15,3.75,3.16,2.59,3.7
9,0,1983,83.0,4.41,5.76,7.12,5.45,2.51,4.74,2.77,3.25,4.78,1.88,6.42
9,0,1984,84.0,4.87,4.55,6.3,4.67,5.23,2.96,8.26,3.72,1.45,1.92,2.28
9,0,1985,85.0,3.14,5.04,1.79,2.0,3.93,3.92,6.61,6.3,1.28,4.77,5.21
9,0,1986,86.0,2.33,4.71,3.19,0.64,2.57,2.7,2.95,6.22,2.79,3.71,6.16
9,0,1987,87.0,7.52,5.75,5.53,0.84,2.78,6.03,3.61,3.7,3.59,0.26,2.92
9,0,1988,88.0,5.23,4.14,3.41,4.87,1.78,1.92,3.91,4.85,6.49,2.63,3.05
9,0,1989,89.0,2.24,3.29,4.33,4.04,3.78,8.68,7.37,3.91,5.34,3.78,3.22
9,0,1990,90.0,5.77,5.44,5.25,1.9,3.13,1.68,4.34,4.07,2.09,6.08,1.75
9,0,1991,91.0,9.53,2.2,7.77,5.06,6.01,5.55,7.64,6.4,1.65,0.83,1.74
9,0,1992,92.0,6.13,5.31,4.99,2.32,2.17,5.96,5.2,7.44,4.26,3.47,7.83
9,0,1993,93.0,6.54,3.8,7.04,2.5,2.29,3.25,3.11,3.15,3.02,4.31,3.7
9,0,1994,94.0,5.37,3.56,6.59,2.92,2.21,7.64,8.95,5.6,4.01,8.05,3.22
9,0,1995,95.0,4.5,6.09,3.16,1.99,2.45,6.16,3.5,6.67,3.38,5.05,3.98
9,0,1996,96.0,5.4,3.19,7.47,3.43,2.65,3.15,4.21,5.19,4.41,3.3,2.46
9,0,1997,97.0,5.59,5.66,2.78,4.74,3.3,4.84,4.87,2.92,4.9,5.7,5.63
9,0,1998,98.0,5.98,7.61,6.15,6.33,2.72,2.66,4.69,4.04,7.1,1.4,1.68
9,0,1999,99.0,5.33,2.98,2.45,1.97,2.81,6.14,4.91,3.14,3.89,2.8,2.26
9,0,2000,0.0,4.68,1.8,4.74,2.7,1.0,3.89,3.55,4.22,6.68,0.48,4.3
9,0,2001,1.0,2.83,2.02,8.97,1.84,2.7,7.38,5.23,2.93,3.92,0.86,1.37
9,0,2002,2.0,4.11,2.33,5.6,2.18,3.15,3.51,4.42,3.72,6.13,4.43,4.88
9,0,2003,3.0,1.77,5.31,7.33,4.73,6.33,7.22,7.59,5.78,2.88,2.99,2.82
9,0,2004,4.0,2.85,5.34,0.92,2.1,3.0,7.32,4.31,4.78,12.02,1.85,4.65
9,0,2005,5.0,2.22,4.31,6.93,4.96,3.03,7.62,8.22,6.04,0.99,3.31,2.92
9,0,2006,6.0,4.1,4.35,1.54,2.48,2.66,3.58,3.05,4.35,3.41,3.01,3.01
9,0,2007,7.0,4.24,2.74,2.17,1.79,0.59,4.49,5.33,4.06,3.1,2.72,1.32
9,0,2008,8.0,3.4,5.67,3.63,3.24,2.61,2.52,4.87,7.45,1.19,4.44,3.59
9,0,2009,9.0,2.65,2.29,6.62,6.73,6.39,2.81,3.62,5.65,5.95,5.75,3.94
9,0,2010,10.0,6.05,3.57,3.68,2.36,5.15,4.27,3.71,5.15,3.27,1.48,2.08
9,0,2011,11.0,3.33,3.7,5.97,2.84,1.15,3.63,4.54,2.44,3.86,2.59,2.83
9,0,2012,12.0,3.04,2.92,4.24,1.59,3.99,4.73,4.44,6.25,2.91,1.91,1.07
9,0,2013,13.0,3.32,9.62,3.99,5.09,3.78,7.56,9.6,7.6,2.37,0.94,3.23
9,0,2014,14.0,3.33,4.06,4.41,7.35,3.87,3.64,3.96,3.37,4.97,2.78,4.36
9,0,2015,15.0,3.64,4.49,2.81,6.2,2.17,4.25,4.65,5.78,3.75,3.23,6.28
9,0,2016,16.0,3.78,4.87,3.03,4.16,2.78,4.02,2.75,4.0,3.49,1.39,0.95
9,0,2017,17.0,7.72,2.09,2.11,3.74,5.6,6.36,4.86,4.58,5.01,3.54,1.0
9,0,2018,18.0,2.82,4.29,3.55,4.16,6.67,5.06,6.26,5.54,2.75,3.83,6.24
9,0,2019,19.0,4.94,3.26,2.95,3.93,2.3,5.95,3.93,4.53,0.89,5.49,3.18
9,0,2020,20.0,4.94,8.81,5.31,7.59,3.18,3.75,3.95,6.91,6.48,3.45,2.99
9,0,2021,21.0,4.61,5.64,4.83,3.63,2.8,6.24,7.3,6.75,5.52,4.45,1.13
9,0,2022,22.0,3.99,3.47,4.67,3.71,3.43,2.94,6.17,5.64,3.03,1.68,3.96
9,0,2023,23.0,6.81,3.53,4.61,5.04,3.33,6.29,4.59,6.35,2.89,2.04,1.81
9,0,2024,24.0,5.65,4.15,6.64,3.95,6.44,2.3,7.36,4.53,8.45,0.17,3.59
9,0,2025,25.0,2.58,3.3,4.24,3.66,7.03,5.33,3.94,7.2,-9.99,-9.99,-9.99
10,0,1895,95.0,4.16,0.93,1.95,1.11,2.55,0.78,0.8,0.33,2.22,0.12,1.64
10,0,1896,96.0,4.77,1.52,2.87,2.54,3.6,1.41,0.92,1.36,0.86,1.16,5.97
10,0,1897,97.0,1.72,3.48,3.31,1.51,1.49,2.04,1.04,0.38,1.58,2.26,4.01
10,0,1898,98.0,2.46,2.68,1.65,1.21,2.43,0.96,0.96,0.5,0.55,1.21,2.65
10,0,1899,99.0,3.02,3.03,2.5,1.73,2.05,0.88,0.35,1.31,0.61,3.19,2.73
10,0,1900,0.0,1.66,2.36,1.57,2.77,2.42,0.66,0.22,0.76,1.23,3.05,2.66
10,0,1901,1.0,3.53,3.26,2.03,1.38,2.27,1.22,0.29,0.58,1.41,1.37,1.48
10,0,1902,2.0,1.94,3.77,1.8,2.04,2.37,0.72,1.46,0.51,0.56,0.65,3.74
10,0,1903,3.0,4.26,0.55,3.14,1.77,2.02,1.47,0.9,0.89,1.39,1.5,4.32
10,0,1904,4.0,2.32,5.12,5.75,1.86,1.09,1.32,1.17,0.58,0.43,1.82,0.89
10,0,1905,5.0,1.63,0.97,2.94,1.68,2.6,2.33,0.4,0.44,0.99,1.32,2.05
10,0,1906,6.0,4.17,2.65,3.27,1.36,3.42,2.25,0.28,1.36,0.8,0.88,3.85
10,0,1907,7.0,4.14,3.19,4.35,1.79,1.23,3.22,1.07,1.32,0.95,1.31,1.56
10,0,1908,8.0,1.47,1.6,1.77,1.09,3.27,3.28,0.75,0.88,1.52,2.91,1.29
10,0,1909,9.0,6.38,3.34,1.54,0.86,1.97,1.04,1.87,0.55,2.49,1.29,5.57
10,0,1910,10.0,3.08,3.55,1.44,1.71,1.75,0.4,0.42,0.1,1.5,1.97,4.86
10,0,1911,11.0,4.29,1.39,0.93,1.57,2.96,3.05,0.26,0.37,0.97,2.38,2.78
10,0,1912,12.0,3.45,2.47,2.13,3.12,2.69,1.62,1.51,1.55,1.11,2.62,2.29
10,0,1913,13.0,3.94,1.04,2.67,1.37,2.03,3.54,1.98,0.76,0.92,1.9,3.49
10,0,1914,14.0,4.03,2.14,1.03,2.22,1.6,2.76,0.89,0.16,1.84,2.39,1.09
10,0,1915,15.0,1.68,2.19,1.44,2.0,4.85,1.36,1.69,0.27,1.69,0.78,2.84
10,0,1916,16.0,4.55,3.86,3.12,1.42,1.73,1.6,1.37,0.81,0.83,1.75,1.96
10,0,1917,17.0,2.3,3.35,2.43,2.6,2.75,0.68,0.35,0.19,1.83,0.26,1.98
10,0,1918,18.0,3.59,2.48,2.29,1.09,1.43,1.07,1.11,1.3,1.7,2.61,1.36
10,0,1919,19.0,1.87,4.03,2.2,1.72,0.97,0.07,0.27,0.35,1.29,2.01,2.86
10,0,1920,20.0,1.84,0.81,2.95,2.72,1.42,1.32,0.44,1.11,1.83,3.16,2.84
10,0,1921,21.0,3.59,2.26,2.36,2.89,3.43,1.18,0.43,0.68,1.02,0.99,3.87
10,0,1922,22.0,2.38,2.49,2.67,2.6,1.57,1.29,0.68,1.82,0.37,0.86,1.3
10,0,1923,23.0,3.83,1.15,1.54,2.69,2.44,3.26,1.2,1.17,0.85,3.06,1.73
10,0,1924,24.0,1.61,2.33,1.36,0.78,0.35,0.71,0.67,0.54,0.76,2.65,2.86
10,0,1925,25.0,3.76,3.28,2.12,2.55,1.76,2.02,1.01,1.3,1.94,1.8,1.71
10,0,1926,26.0,1.9,3.37,1.07,1.47,1.58,0.86,0.77,1.6,1.14,1.1,5.39
10,0,1927,27.0,2.88,4.21,1.69,1.66,2.98,1.28,0.33,0.97,2.74,2.33,6.55
10,0,1928,28.0,2.55,0.78,3.51,1.65,0.74,1.34,0.61,0.38,0.44,1.65,1.95
10,0,1929,29.0,3.04,1.53,2.1,2.32,0.72,1.75,0.22,0.54,0.7,1.01,0.31
10,0,1930,30.0,2.13,2.99,1.85,2.13,2.43,1.02,0.51,1.62,1.56,2.29,1.98
10,0,1931,31.0,1.71,1.41,2.96,1.25,0.91,0.77,0.43,0.27,1.33,1.57,2.34
10,0,1932,32.0,2.41,2.14,3.82,2.26,2.67,1.66,1.27,0.79,0.19,1.48,2.92
10,0,1933,33.0,3.6,2.53,1.5,1.25,2.2,0.97,0.23,0.49,1.03,2.28,1.05
10,0,1934,34.0,2.65,1.51,2.41,0.98,0.65,1.72,0.28,0.35,0.78,2.37,2.97
10,0,1935,35.0,2.48,1.05,2.35,2.91,1.72,0.56,0.39,0.25,0.21,1.27,1.3
10,0,1936,36.0,5.26,4.07,1.82,1.49,1.13,2.58,0.93,0.98,0.72,0.41,0.24
10,0,1937,37.0,2.46,3.28,1.87,2.64,0.89,1.69,1.15,0.27,0.72,1.37,3.55
10,0,1938,38.0,2.34,3.07,4.7,1.73,2.1,1.77,1.58,0.56,0.52,3.55,2.38
10,0,1939,39.0,2.14,2.5,1.71,0.9,1.1,1.32,0.8,0.29,1.1,1.69,0.33
10,0,1940,40.0,3.54,4.81,3.13,2.74,0.52,0.79,0.81,0.15,3.82,2.68,2.61
10,0,1941,41.0,1.95,1.78,1.07,2.26,3.12,2.8,0.94,1.97,1.57,1.92,2.54
10,0,1942,42.0,2.19,2.26,0.97,1.99,3.96,1.61,0.52,0.26,0.61,1.44,5.44
10,0,1943,43.0,4.11,1.98,2.43,2.06,1.59,2.27,0.75,0.58,0.18,2.63,1.2
10,0,1944,44.0,1.2,2.24,1.52,2.88,1.55,3.99,0.57,0.39,0.91,0.81,2.99
10,0,1945,45.0,1.9,3.08,2.82,1.51,3.28,2.57,0.45,0.94,1.75,1.25,3.48
10,0,1946,46.0,2.42,2.24,3.14,1.12,2.04,1.24,0.83,0.85,1.47,3.45,4.59
10,0,1947,47.0,1.97,1.46,2.21,1.4,1.75,2.83,0.24,0.71,1.63,3.14,2.89
10,0,1948,48.0,2.6,2.73,2.18,2.58,2.95,2.73,1.13,0.52,1.33,1.0,3.5
10,0,1949,49.0,1.6,3.83,1.46,0.74,2.69,0.9,0.35,0.47,1.11,1.98,2.59
10,0,1950,50.0,4.8,2.56,3.74,1.3,1.05,2.08,0.83,0.79,1.53,2.76,2.93
10,0,1951,51.0,3.13,3.3,2.17,1.49,1.6,1.12,0.84,1.64,0.44,3.51,2.37
10,0,1952,52.0,3.05,2.39,2.16,0.93,2.06,2.45,0.77,0.4,0.33,0.13,1.02
10,0,1953,53.0,5.63,2.4,1.77,2.28,2.99,1.99,0.14,0.73,0.24,0.58,2.39
10,0,1954,54.0,4.26,2.03,2.24,1.93,1.13,2.74,0.84,1.25,0.7,0.79,1.66
10,0,1955,55.0,1.71,2.04,2.04,2.75,2.0,1.86,1.29,0.44,1.15,2.15,3.67
10,0,1956,56.0,4.18,2.08,1.73,1.15,2.62,1.38,0.7,0.85,0.48,3.44,0.91
10,0,1957,57.0,2.25,2.98,2.97,2.08,4.74,1.49,0.38,0.71,0.29,2.01,1.69
10,0,1958,58.0,2.64,3.17,2.04,3.24,1.51,2.61,1.01,0.55,0.98,0.86,3.66
10,0,1959,59.0,3.63,2.34,1.77,1.3,2.72,1.4,0.22,0.87,3.49,1.99,1.72
10,0,1960,60.0,2.03,2.83,2.99,1.84,2.1,0.61,0.35,1.44,0.71,1.45,4.01
10,0,1961,61.0,1.24,3.4,2.52,1.65,2.16,0.9,0.56,0.97,2.17,2.51,2.33
10,0,1962,62.0,2.05,2.8,2.42,1.39,3.36,1.2,0.76,0.78,1.07,2.55,3.0
10,0,1963,63.0,2.15,3.04,1.95,3.19,2.2,3.84,0.3,0.86,1.8,1.34,3.6
10,0,1964,64.0,3.59,0.8,2.73,2.26,1.88,3.89,0.86,1.19,0.74,1.02,3.21
10,0,1965,65.0,4.63,1.46,0.66,3.42,1.7,2.14,0.84,2.33,1.25,0.49,2.78
10,0,1966,66.0,2.74,1.56,2.26,0.95,0.99,1.39,0.32,0.47,0.93,1.1,2.95
10,0,1967,67.0,4.6,1.29,2.7,2.79,1.59,3.23,0.7,0.17,0.85,3.09,1.86
10,0,1968,68.0,2.3,3.26,1.61,1.28,2.0,2.14,0.37,2.83,1.75,1.92,3.48
10,0,1969,69.0,6.16,2.16,0.9,1.5,1.09,2.57,0.49,0.13,1.22,1.39,1.03
10,0,1970,70.0,6.15,1.43,2.45,2.1,1.99,3.01,1.19,0.37,2.01,1.83,4.0
10,0,1971,71.0,4.9,1.85,3.01,2.4,2.05,2.74,0.46,0.76,1.38,1.63,2.82
10,0,1972,72.0,4.3,3.21,2.64,1.92,1.5,1.95,0.56,0.85,1.5,1.76,1.89
10,0,1973,73.0,2.46,1.15,1.87,1.25,1.27,1.48,0.94,0.48,1.99,1.27,5.88
10,0,1974,74.0,4.55,2.18,4.31,1.6,1.04,0.85,0.77,0.8,0.17,1.38,1.95
10,0,1975,75.0,3.81,3.47,2.86,2.76,1.73,1.75,1.43,1.4,0.21,3.98,2.47
10,0,1976,76.0,2.96,2.92,2.04,2.42,1.43,1.56,1.01,2.16,1.74,0.8,0.56
10,0,1977,77.0,1.25,0.81,1.92,0.39,3.28,1.52,1.44,1.59,2.06,0.99,3.21
10,0,1978,78.0,3.32,2.86,1.57,3.29,2.26,0.89,1.25,1.24,2.13,0.11,1.74
10,0,1979,79.0,2.36,3.37,1.68,1.73,1.56,0.88,0.58,1.58,0.27,2.27,1.49
10,0,1980,80.0,4.31,2.41,2.35,1.63,4.46,2.09,1.05,0.89,2.41,0.98,2.37
10,0,1981,81.0,1.41,2.41,2.06,2.62,3.24,2.42,0.73,0.26,0.86,2.08,3.58
10,0,1982,82.0,3.72,3.35,3.32,2.8,1.56,1.77,1.81,0.8,2.44,2.61,2.57
10,0,1983,83.0,2.57,2.95,3.85,1.69,1.87,2.04,2.2,2.02,1.47,1.6,4.81
10,0,1984,84.0,1.75,2.11,2.76,2.43,2.7,2.99,1.46,1.29,1.24,2.0,3.98
10,0,1985,85.0,0.68,1.93,2.08,1.11,2.14,0.92,0.91,0.79,3.24,1.95,3.06
10,0,1986,86.0,2.74,5.74,2.3,2.35,2.1,1.11,1.01,0.91,2.76,0.86,2.58
10,0,1987,87.0,2.0,1.62,2.35,0.92,2.75,1.39,1.98,0.63,0.12,0.17,1.67
10,0,1988,88.0,2.49,1.34,2.26,2.43,2.15,1.15,0.31,0.23,0.64,0.51,5.09
10,0,1989,89.0,2.97,1.46,4.22,1.22,2.04,1.1,0.48,1.51,1.02,1.83,2.11
10,0,1990,90.0,3.59,1.94,1.54,2.59,3.14,1.44,0.76,1.38,0.37,2.05,2.59
10,0,1991,91.0,1.83,1.06,2.85,2.57,3.26,1.86,0.52,0.63,0.97,1.38,3.76
10,0,1992,92.0,1.27,1.79,0.87,1.96,0.65,2.26,1.22,0.44,1.15,1.5,2.51
10,0,1993,93.0,2.81,1.78,2.95,3.24,2.2,3.33,1.98,1.4,0.31,1.28,0.97
10,0,1994,94.0,1.89,2.57,0.87,1.98,2.02,1.12,0.53,0.37,0.61,2.35,3.41
10,0,1995,95.0,3.55,1.75,4.07,2.39,2.98,3.19,1.39,0.87,0.82,1.97,4.2
10,0,1996,96.0,4.07,3.17,2.07,3.09,3.75,0.76,0.48,0.34,0.97,1.95,3.71
10,0,1997,97.0,4.44,1.59,2.64,2.68,1.67,2.13,1.79,1.12,1.7,2.29,1.74
10,0,1998,98.0,4.09,1.98,2.17,1.79,4.63,2.77,1.18,0.37,1.84,0.86,3.96
10,0,1999,99.0,3.33,4.49,1.61,1.58,2.21,1.83,0.26,1.06,0.21,1.17,2.2
10,0,2000,0.0,3.41,3.05,1.92,1.5,2.05,0.86,0.35,0.31,1.65,2.77,1.34
10,0,2001,1.0,1.37,1.18,1.58,2.33,1.02,1.4,1.12,0.17,0.73,2.22,2.51
10,0,2002,2.0,2.97,1.33,2.39,1.98,1.53,1.42,0.51,0.51,1.03,0.63,1.6
10,0,2003,3.0,3.19,2.01,3.31,2.54,2.02,0.64,0.3,0.96,0.72,0.8,2.45
10,0,2004,4.0,2.9,2.19,1.1,1.37,3.5,1.43,0.91,1.9,1.55,2.41,1.38
10,0,2005,5.0,1.81,0.71,2.44,2.22,4.11,2.44,0.35,0.47,0.93,1.84,2.88
10,0,2006,6.0,4.71,1.79,2.69,3.07,1.63,1.74,0.46,0.4,1.25,1.58,4.34
10,0,2007,7.0,1.36,2.45,1.45,1.59,1.09,1.23,0.38,0.51,1.26,2.58,2.04
10,0,2008,8.0,3.53,2.23,2.28,1.2,1.82,1.43,0.31,0.82,0.77,1.04,2.8
10,0,2009,9.0,2.72,1.46,3.17,1.84,2.03,3.51,0.71,1.45,0.35,2.47,1.33
10,0,2010,10.0,2.54,1.06,1.86,2.64,2.77,3.24,0.52,0.83,0.94,2.49,3.03
10,0,2011,11.0,2.79,1.93,3.88,3.18,3.15,1.96,0.55,0.51,0.39,2.83,1.99
10,0,2012,12.0,3.33,1.78,4.25,2.12,1.91,1.6,0.93,0.28,0.32,2.32,2.75
10,0,2013,13.0,1.9,1.07,1.47,1.81,1.51,1.35,0.53,0.71,2.96,0.85,1.72
10,0,2014,14.0,2.02,3.68,3.92,2.15,1.26,1.32,0.39,2.29,1.53,1.29,3.32
10,0,2015,15.0,2.06,1.86,1.51,1.23,2.89,0.77,1.37,0.76,1.31,1.69,2.51
10,0,2016,16.0,2.66,1.65,3.58,1.65,2.21,0.8,0.72,0.15,1.82,4.54,1.44
10,0,2017,17.0,3.33,4.91,4.14,2.95,1.6,1.69,0.33,0.35,2.09,1.65,3.55
10,0,2018,18.0,2.78,2.33,2.75,2.54,2.47,1.64,0.12,0.53,0.16,1.94,2.38
10,0,2019,19.0,2.22,4.78,1.4,3.2,2.83,1.09,0.54,0.6,2.09,1.58,0.82
10,0,2020,20.0,3.96,2.12,2.01,1.44,2.45,2.99,0.43,0.25,0.68,1.52,2.43
10,0,2021,21.0,2.33,3.06,1.18,0.86,1.38,0.56,0.58,1.24,0.84,2.9,2.17
10,0,2022,22.0,2.31,0.91,1.44,2.34,3.23,2.08,0.26,0.71,0.98,1.25,2.91
10,0,2023,23.0,1.88,1.61,3.3,1.8,2.03,2.18,0.18,2.12,1.38,1.45,1.99
10,0,2024,24.0,2.72,3.12,2.66,1.78,1.8,1.2,0.43,0.58,1.16,0.99,2.87
10,0,2025,25.0,1.5,3.9,2.65,1.15,1.42,0.57,0.64,1.09,-9.99,-9.99,-9.99
11,0,1895,95.0,1.86,0.57,1.53,2.08,2.21,2.61,5.44,2.58,3.08,0.6,3.57
11,0,1896,96.0,1.15,1.87,1.74,2.8,5.69,3.94,6.11,2.82,5.37,1.28,2.63
11,0,1897,97.0,4.68,1.91,5.83,4.28,1.85,4.59,3.51,1.16,0.99,0.46,4.03
11,0,1898,98.0,4.32,1.91,7.05,3.23,6.11,4.48,2.99,4.25,4.8,3.99,2.2
11,0,1899,99.0,1.75,2.07,3.04,1.54,5.99,2.5,3.54,2.77,2.05,3.23,1.8
11,0,1900,0.0,1.24,3.87,2.04,1.51,4.19,4.3,4.35,4.12,3.41,2.51,2.87
11,0,1901,1.0,1.51,1.59,3.42,1.61,1.87,3.36,2.42,1.8,1.8,2.0,1.33
11,0,1902,2.0,1.0,1.29,3.51,2.41,3.94,8.27,5.1,4.76,4.07,2.23,3.1
11,0,1903,3.0,1.41,2.76,2.9,4.25,3.33,2.83,3.7,4.48,3.72,2.39,1.07
11,0,1904,4.0,2.96,1.49,5.92,3.76,3.45,3.09,4.55,4.11,5.0,0.71,0.26
11,0,1905,5.0,1.66,1.57,2.2,3.64,4.48,3.4,5.04,3.56,3.2,4.23,2.1
11,0,1906,6.0,3.29,2.16,3.77,2.09,2.61,3.09,2.36,4.06,4.94,1.61,3.84
11,0,1907,7.0,5.66,0.52,3.02,2.79,4.02,4.35,5.94,5.49,2.6,1.65,2.2
11,0,1908,8.0,1.44,4.32,3.14,4.49,7.84,2.83,3.37,2.38,1.28,0.5,2.69
11,0,1909,9.0,2.32,4.13,2.25,6.09,4.06,4.07,4.7,2.07,3.75,2.64,4.06
11,0,1910,10.0,2.15,1.9,0.27,3.35,4.99,2.21,4.12,2.72,4.53,3.23,1.04
11,0,1911,11.0,1.86,2.31,1.75,4.83,1.9,2.66,2.35,4.12,8.96,2.82,2.95
11,0,1912,12.0,1.1,1.81,3.32,4.86,3.86,3.1,4.31,3.74,2.73,3.37,1.9
11,0,1913,13.0,4.27,1.58,5.61,2.81,3.06,2.56,2.11,2.35,2.96,3.76,3.1
11,0,1914,14.0,1.88,2.32,2.02,2.21,2.27,2.61,1.54,3.39,3.9,3.09,0.64
11,0,1915,15.0,2.53,2.19,0.85,1.38,6.93,4.75,6.73,6.1,4.34,0.83,2.42
11,0,1916,16.0,6.66,0.94,2.0,1.66,4.69,5.36,1.19,4.29,2.93,2.95,1.94
11,0,1917,17.0,1.89,0.5,2.81,4.61,4.21,5.37,2.97,2.65,2.6,2.89,0.6
