,coef,std_err,t,p_value
const,-1.819069097325979,25.85524564400667,-0.07035590078594536,0.944470171877458
trend,0.515519269372647,0.043315397354843056,11.90152465067961,8.5690070225587e-12
jun_shortfall,0.642010308845947,0.6521824188188677,0.9844029681276246,0.3343492149085353
temp_JA,0.14150695002056546,0.302470231538026,0.46783760934429497,0.6439535334380093
prec_JA,9.922643905749183,2.6094355977425594,3.802601571900579,0.0008210985460500268
prec_JA_sq,-0.9925714944977018,0.2725590044775858,-3.6416756672565813,0.0012356194819071794
dummy_2003,-4.956163015211331,2.102502874962163,-2.357268127540859,0.026546609170975205
