,coef
const,59.17300000000001
trend,0.5373363564817009
jun_shortfall,0.34568953947082226
temp_JA,-0.45833574430159096
prec_JA,6.158298315636905
prec_JA_sq,-0.6325267419212387
dummy_2003,-5.7298735473808415
